name,position,GP,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,ft_per_g,fta_per_g,ft_pct,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pts_per_g
Davion Mitchell,PG,66,2.8,6.1,.467,1.1,2.7,.403,0.7,1.0,.672,2.2,4.7,0.8,0.2,1.7,7.5
Terance Mann,SG,21,4.0,7.3,.552,1.3,3.1,.409,0.7,1.1,.583,3.0,2.1,0.5,0.2,0.8,10.0
Terance Mann,SG,37,2.4,5.3,.446,0.7,2.0,.347,0.6,0.9,.719,2.9,1.6,0.8,0.3,0.7,6.0
Terance Mann,SG,58,3.0,6.0,.493,0.9,2.4,.376,0.6,1.0,.661,2.9,1.8,0.7,0.3,0.7,7.5
Richaun Holmes,PF,29,2.9,4.6,.639,0.0,0.1,.000,1.7,2.1,.833,5.8,1.4,0.3,0.8,0.7,7.6
Dalano Banton,PG,59,2.7,6.4,.414,1.0,2.8,.364,1.2,1.7,.723,1.8,2.1,0.7,0.5,1.1,7.6
Lonzo Ball,PG,35,2.5,6.9,.366,1.9,5.6,.344,0.6,0.8,.815,3.4,3.3,1.3,0.5,1.2,7.6
Lonnie Walker IV,SG,11,2.6,7.5,.354,1.5,4.6,.333,0.9,1.1,.833,3.0,1.8,0.5,0.3,1.1,7.7
Tristan Vukcevic,C,28,2.8,5.7,.488,0.9,2.6,.338,1.2,1.6,.773,3.3,1.0,0.4,0.6,0.9,7.7
GG Jackson II,PF,25,2.8,7.0,.392,1.2,3.6,.337,1.1,1.5,.737,3.2,1.0,0.4,0.2,1.1,7.8
Justin Champagnie,SF,53,3.0,6.0,.495,1.1,2.8,.377,0.8,1.1,.729,5.1,0.9,1.0,0.6,0.8,7.8
Matas Buzelis,SF,71,2.9,6.5,.438,1.1,3.2,.335,1.0,1.2,.855,3.2,0.8,0.3,0.8,0.8,7.8
Day'Ron Sharpe,C,50,3.3,6.3,.521,0.2,0.9,.244,1.1,1.5,.757,6.6,1.8,0.8,0.8,1.3,7.9
Jusuf NurkiÄ,C,18,2.7,5.7,.471,0.4,1.5,.259,1.3,2.0,.639,6.4,2.6,0.7,0.7,1.2,7.0
Jusuf NurkiÄ,C,25,3.0,6.5,.454,0.8,2.4,.322,1.9,2.8,.696,9.2,1.9,0.9,0.6,2.3,8.6
Jusuf NurkiÄ,C,43,2.8,6.2,.460,0.6,2.0,.302,1.7,2.4,.676,8.0,2.2,0.8,0.7,1.8,7.9
Ja'Kobe Walter,SG,47,2.9,7.3,.394,1.1,3.4,.314,1.2,1.6,.767,2.8,1.4,0.7,0.2,0.9,8.0
Tyson Etienne,,1,3.0,7.0,.429,2.0,5.0,.400,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,8.0
Jared Butler,SG,19,3.6,8.7,.412,1.3,4.2,.313,1.4,1.5,.897,2.5,4.4,0.8,0.3,1.5,9.8
Jared Butler,PG,32,2.7,5.5,.483,0.5,1.3,.366,1.1,1.4,.778,1.3,2.6,0.4,0.2,0.9,6.9
Jared Butler,SG,51,3.0,6.7,.449,0.8,2.4,.331,1.2,1.5,.824,1.7,3.2,0.5,0.2,1.1,8.0
Taurean Prince,SF,72,2.9,6.4,.456,1.8,4.2,.445,0.4,0.5,.842,3.6,2.0,0.9,0.2,1.0,8.1
Sam Hauser,PF,62,2.9,6.4,.454,2.3,5.4,.418,0.1,0.1,1.000,3.1,0.9,0.6,0.2,0.3,8.1
Isaiah Collier,PG,67,3.1,7.5,.417,0.6,2.3,.255,1.3,1.9,.659,3.3,6.1,0.9,0.2,3.0,8.1
Brandon Williams,PG,30,2.9,5.7,.518,0.7,1.9,.386,1.6,1.9,.842,1.7,2.3,0.7,0.1,1.1,8.2
Cason Wallace,SG,62,3.4,7.1,.472,1.1,3.1,.358,0.4,0.5,.813,3.5,2.5,1.7,0.5,0.9,8.2
Jalen Smith,C,59,2.9,6.3,.468,1.2,3.5,.335,1.1,1.4,.813,5.6,1.0,0.3,0.7,0.6,8.2
A.J. Lawson,SG,18,2.8,7.3,.386,1.3,4.1,.324,1.2,1.9,.647,3.0,0.9,0.3,0.2,0.4,8.2
Bruce Brown,PG,18,3.0,7.2,.415,0.8,2.1,.368,1.2,1.6,.786,3.7,2.3,0.8,0.2,0.9,8.0
Bruce Brown,PG,18,3.2,7.3,.435,0.6,2.0,.306,1.4,1.6,.897,3.8,1.6,0.9,0.2,1.1,8.4
Bruce Brown,PG,36,3.1,7.3,.425,0.7,2.1,.338,1.3,1.6,.842,3.7,1.9,0.9,0.2,1.0,8.2
Peyton Watson,SF,62,3.0,6.3,.482,0.7,2.0,.371,1.4,2.1,.695,3.4,1.5,0.8,1.3,0.8,8.3
Jaime Jaquez Jr.,SF,60,3.1,6.9,.441,0.5,1.8,.295,1.7,2.3,.756,4.4,2.5,0.9,0.2,1.5,8.3
Brandon Clarke,PF,64,3.7,5.9,.621,0.0,0.3,.059,1.0,1.4,.701,5.1,1.0,0.8,0.6,0.6,8.3
Damion Baugh,SG,11,3.2,9.1,.350,0.9,4.0,.227,1.0,1.2,.846,3.1,3.9,1.3,0.1,1.9,8.3
Jaylen Nowell,SG,8,3.3,9.1,.356,1.0,3.4,.296,0.9,1.4,.636,2.5,2.3,0.1,0.5,1.0,8.4
Tyrese Martin,SG,55,3.0,7.6,.400,1.6,4.6,.353,0.7,0.9,.780,3.6,1.9,0.6,0.1,1.2,8.4
Johnny Juzang,SG,57,3.0,6.8,.437,1.7,4.5,.372,0.7,0.9,.837,2.8,1.0,0.5,0.1,0.5,8.4
Mike Conley,PG,63,2.7,6.6,.406,1.9,4.4,.418,1.1,1.3,.911,2.6,4.5,1.2,0.2,1.1,8.4
Caleb Martin,SF,6,1.8,4.5,.407,0.2,1.0,.167,0.8,1.3,.625,2.7,2.2,0.7,0.3,0.7,4.7
Caleb Martin,SF,31,3.3,7.5,.435,1.1,2.8,.379,1.5,2.4,.622,4.4,2.2,1.1,0.6,1.4,9.1
Caleb Martin,SF,37,3.0,7.0,.432,0.9,2.5,.366,1.4,2.2,.622,4.1,2.2,1.0,0.6,1.3,8.4
Dorian Finney-Smith,PF,35,2.7,6.1,.435,1.6,4.4,.373,0.3,0.5,.647,3.7,1.2,1.0,0.2,0.9,7.3
Dorian Finney-Smith,PF,20,3.7,8.0,.459,2.4,5.4,.435,0.8,1.2,.625,4.6,1.6,0.9,0.6,0.9,10.4
Dorian Finney-Smith,PF,55,3.0,6.8,.445,1.9,4.7,.398,0.5,0.7,.634,4.0,1.3,0.9,0.3,0.9,8.4
Larry Nance Jr.,PF,24,3.3,6.5,.516,1.4,3.2,.447,0.4,0.5,.692,4.3,1.6,0.8,0.5,0.7,8.5
Jaden Hardy,SG,51,3.1,7.0,.440,1.3,3.3,.396,1.0,1.4,.690,1.5,1.3,0.5,0.1,1.4,8.5
Keon Ellis,SG,71,2.9,5.9,.488,1.8,4.0,.436,1.0,1.2,.854,2.6,1.5,1.5,0.8,0.9,8.5
Kelly Olynyk,C,16,3.8,7.6,.504,0.8,2.0,.375,2.1,2.7,.791,6.4,3.9,0.9,0.6,2.2,10.5
Kelly Olynyk,C,24,2.5,4.9,.500,0.8,1.8,.442,1.4,1.8,.791,3.7,2.3,0.7,0.3,1.5,7.1
Kelly Olynyk,C,40,3.0,6.0,.502,0.8,1.9,.413,1.7,2.2,.791,4.8,3.0,0.8,0.4,1.8,8.5
Svi Mykhailiuk,SF,31,3.1,8.1,.378,1.8,5.5,.333,0.7,0.8,.808,2.3,1.8,0.5,0.2,1.4,8.6
Al Horford,C,56,3.1,7.4,.418,1.8,5.1,.356,0.6,0.6,.889,6.0,2.1,0.6,0.9,0.8,8.6
Kyshawn George,SG,64,3.0,8.0,.368,1.7,5.2,.321,1.0,1.4,.761,4.3,2.5,1.0,0.8,1.5,8.6
Kentavious Caldwell-Pope,SG,70,3.1,7.2,.427,1.4,4.3,.323,1.0,1.2,.859,2.2,1.8,1.2,0.4,0.8,8.6
Quinten Post,PF,35,3.2,6.8,.466,1.9,4.4,.429,0.5,0.6,.810,3.8,1.5,0.4,0.5,0.9,8.7
Chris Paul,PG,72,2.9,7.0,.420,1.7,4.6,.381,1.1,1.2,.940,3.6,7.6,1.3,0.2,1.5,8.7
Oshae Brissett,SF,6,3.2,6.5,.487,1.0,3.0,.333,1.3,2.3,.571,3.7,0.7,0.7,0.5,1.3,8.7
Patrick Williams,PF,54,3.2,8.3,.384,1.5,4.3,.346,1.0,1.4,.718,3.9,2.0,0.8,0.6,1.3,8.9
Clint Capela,C,55,4.0,7.1,.559,0.0,0.0,.000,0.9,1.8,.536,8.5,1.1,0.6,1.0,0.9,8.9
Jalen Wilson,PF,73,3.0,7.6,.389,1.4,4.3,.313,1.7,2.0,.831,3.3,1.7,0.5,0.1,1.0,9.0
Cam Whitmore,SF,44,3.3,8.0,.420,1.2,3.7,.329,1.1,1.5,.738,3.0,0.9,0.6,0.3,0.8,9.0
Kel'el Ware,C,55,3.9,7.0,.556,0.6,1.8,.310,0.7,1.0,.691,7.0,0.9,0.6,1.1,0.9,9.0
Yves Missi,C,68,3.6,6.6,.543,0.0,0.0,.000,1.8,2.8,.637,8.1,1.3,0.5,1.4,1.2,9.0
Killian Hayes,PG,6,3.0,7.2,.419,1.3,3.5,.381,1.7,2.0,.833,3.0,5.2,0.7,0.7,1.5,9.0
Draymond Green,PF,59,3.2,7.5,.425,1.1,3.6,.318,1.6,2.3,.687,6.1,5.7,1.5,1.1,2.5,9.0
Noah Clowney,PF,45,2.9,8.0,.358,1.9,5.6,.332,1.4,1.7,.833,3.9,0.9,0.5,0.5,1.0,9.0
Wendell Carter Jr.,C,61,3.3,7.2,.455,0.5,2.3,.225,1.9,2.6,.742,7.5,2.0,0.7,0.6,1.1,9.0
Dereck Lively II,C,32,3.9,5.5,.701,0.0,0.0,,1.4,2.2,.638,7.8,2.6,0.5,1.7,1.2,9.1
Kyle Filipowski,C,65,3.4,6.5,.521,1.1,2.8,.387,1.3,2.0,.641,5.6,1.9,0.6,0.2,1.4,9.1
Dante Exum,PG,18,3.3,6.9,.480,1.2,2.6,.447,1.3,1.7,.742,1.7,2.8,0.7,0.2,1.1,9.1
Bub Carrington,PG,73,3.4,8.6,.395,1.5,4.7,.328,0.8,1.0,.814,4.1,4.2,0.7,0.2,1.7,9.1
T.J. McConnell,PG,70,4.1,7.9,.518,0.2,0.7,.326,0.8,1.0,.746,2.5,4.5,1.1,0.2,1.4,9.2
Tosan Evbuomwan,SF,22,3.3,7.6,.431,0.8,2.6,.298,1.9,2.5,.745,4.0,1.6,0.7,0.3,1.4,9.2
Zach Edey,C,58,3.8,6.6,.571,0.3,0.8,.383,1.3,1.8,.736,7.6,0.9,0.5,1.2,1.3,9.2
Nickeil Alexander-Walker,SG,74,3.3,7.4,.438,1.7,4.4,.390,1.0,1.3,.787,3.2,2.5,0.6,0.4,1.2,9.2
Marcus Smart,PG,12,3.5,7.8,.447,1.5,3.8,.391,1.6,2.3,.679,2.0,2.8,1.2,0.3,1.4,10.1
Marcus Smart,PG,19,2.8,7.8,.358,1.5,4.7,.322,1.6,1.9,.833,2.3,3.7,1.2,0.3,1.8,8.7
Marcus Smart,PG,31,3.1,7.8,.393,1.5,4.4,.346,1.6,2.1,.766,2.2,3.4,1.2,0.3,1.7,9.2
Dalton Knecht,SF,70,3.4,7.4,.460,1.7,4.5,.372,0.9,1.1,.750,2.9,0.9,0.3,0.1,0.5,9.3
Kevin Porter Jr.,SG,22,3.3,7.0,.465,0.8,2.1,.391,2.0,2.3,.880,3.4,3.2,1.0,0.1,1.9,9.4
Kevin Porter Jr.,SG,45,3.8,9.0,.423,0.6,2.4,.245,1.1,1.7,.645,3.6,3.2,1.0,0.2,1.9,9.3
Kevin Porter Jr.,SG,67,3.6,8.4,.434,0.7,2.3,.289,1.4,1.9,.738,3.5,3.2,1.0,0.2,1.9,9.3
Julian Strawther,SG,61,3.4,7.7,.434,1.5,4.3,.357,1.1,1.3,.829,2.2,1.3,0.6,0.2,0.9,9.4
Royce O'Neale,SF,68,3.3,7.6,.434,2.5,5.8,.422,0.3,0.4,.731,4.8,2.2,1.0,0.5,0.9,9.4
Miles McBride,PG,59,3.4,8.4,.407,1.8,4.7,.371,0.8,1.0,.817,2.5,2.9,0.9,0.3,0.7,9.4
Anthony Black,PG,70,3.3,7.7,.427,0.8,2.5,.316,2.0,2.6,.757,2.8,3.1,1.0,0.6,1.8,9.4
Max Strus,SF,44,3.3,7.5,.441,2.3,5.9,.388,0.6,0.7,.867,4.3,3.0,0.6,0.2,0.9,9.5
Luke Kennard,SG,58,3.4,7.1,.484,1.9,4.3,.441,0.8,0.9,.889,2.8,3.4,0.8,0.1,1.2,9.5
Max Christie,SG,24,4.0,9.6,.411,1.9,5.0,.378,1.7,2.0,.872,4.4,2.9,1.0,0.3,1.5,11.5
Max Christie,SG,46,2.8,6.3,.444,1.3,3.5,.368,1.6,1.9,.851,2.7,1.4,0.8,0.5,0.8,8.5
Max Christie,SG,70,3.2,7.4,.430,1.5,4.0,.372,1.6,1.9,.858,3.3,1.9,0.8,0.4,1.1,9.5
Kevin Huerter,SG,19,4.9,11.7,.419,2.7,7.5,.357,0.7,0.9,.765,3.5,2.9,1.4,0.3,1.2,13.2
Kevin Huerter,SG,43,3.0,7.2,.413,1.4,4.8,.302,0.5,0.7,.714,2.8,1.7,0.8,0.4,0.9,7.9
Kevin Huerter,SG,62,3.6,8.6,.415,1.8,5.6,.325,0.5,0.7,.733,3.0,2.1,1.0,0.4,1.0,9.5
Nick Smith Jr.,SG,54,3.6,9.4,.388,1.7,5.0,.331,0.6,0.6,.914,2.0,2.2,0.3,0.1,1.4,9.6
Scotty Pippen Jr.,PG,71,3.5,7.4,.478,1.0,2.7,.383,1.5,2.1,.719,3.4,4.4,1.4,0.4,1.7,9.6
Julian Champagnie,SF,72,3.3,7.9,.411,2.1,5.8,.360,1.0,1.2,.904,3.8,1.3,0.8,0.4,0.9,9.6
Cole Anthony,PG,61,3.5,8.3,.423,1.1,3.2,.349,1.4,1.7,.821,3.0,2.9,0.7,0.4,1.6,9.6
Jose Alvarado,PG,50,3.4,8.5,.396,1.9,5.2,.370,0.9,1.1,.800,2.4,4.6,1.3,0.3,1.2,9.6
Nick Richards,C,31,4.1,6.7,.612,0.0,0.0,.000,1.7,2.1,.818,8.8,0.6,0.1,0.9,1.4,10.0
Nick Richards,C,21,3.0,5.4,.561,0.0,0.0,.000,2.8,4.1,.678,7.5,1.3,0.3,1.2,1.6,8.9
Nick Richards,C,52,3.7,6.2,.594,0.0,0.0,.000,2.2,2.9,.739,8.3,0.9,0.2,1.0,1.5,9.6
Trendon Watford,PF,36,3.6,7.6,.465,0.6,2.0,.306,1.9,2.6,.753,3.3,2.4,0.7,0.3,1.7,9.7
Ausar Thompson,SF,52,4.1,7.4,.547,0.2,0.8,.238,1.4,2.3,.624,5.0,2.2,1.7,0.6,1.4,9.7
Isaiah Joe,SG,66,3.3,7.8,.430,2.5,6.1,.402,0.5,0.7,.783,2.6,1.5,0.6,0.1,0.5,9.7
Moses Moody,SG,65,3.4,7.7,.436,1.7,4.6,.371,1.5,1.8,.800,2.5,1.3,0.7,0.4,0.7,9.9
Luguentz Dort,SF,65,3.6,8.3,.429,2.3,5.7,.399,0.5,0.7,.750,4.1,1.7,1.1,0.6,0.7,9.9
Amir Coffey,SG,70,3.4,7.3,.471,1.4,3.5,.409,1.6,1.8,.898,2.3,1.1,0.6,0.1,0.6,9.9
Georges Niang,PF,20,4.5,10.0,.452,2.8,6.6,.424,1.1,1.4,.786,3.6,1.8,0.5,0.3,1.1,12.9
Georges Niang,PF,51,3.3,6.8,.477,1.8,4.4,.400,0.5,0.6,.793,3.7,1.3,0.3,0.1,0.9,8.7
Georges Niang,PF,71,3.6,7.7,.468,2.1,5.0,.409,0.6,0.8,.789,3.7,1.4,0.4,0.2,1.0,9.9
N'Faly Dante,C,1,4.0,6.0,.667,0.0,0.0,,2.0,3.0,.667,9.0,1.0,0.0,2.0,1.0,10.0
Chris Boucher,PF,50,3.6,7.4,.492,1.4,3.9,.363,1.4,1.7,.782,4.5,0.7,0.5,0.5,0.6,10.0
Ochai Agbaji,SG,59,4.0,8.0,.497,1.5,3.8,.390,0.6,0.8,.702,3.8,1.6,0.8,0.5,0.8,10.0
Ziaire Williams,SF,58,3.5,8.4,.410,1.7,4.9,.342,1.6,1.9,.830,4.7,1.4,1.0,0.4,1.1,10.2
Brice Sensabaugh,SF,64,3.7,7.9,.467,2.0,4.7,.419,0.8,0.9,.891,2.8,1.4,0.6,0.1,1.5,10.2
Andrew Nembhard,SG,57,3.8,8.2,.470,0.8,2.6,.318,1.7,2.2,.792,3.2,5.1,1.2,0.2,1.8,10.2
Keon Johnson,SG,72,3.7,9.8,.377,1.5,5.0,.304,1.3,1.7,.765,3.7,2.1,1.1,0.4,1.3,10.2
Justin Edwards,SF,39,3.9,8.5,.461,1.6,4.4,.368,0.8,1.1,.714,3.3,1.5,1.0,0.4,1.0,10.2
De'Anthony Melton,SG,6,3.7,9.0,.407,2.2,5.8,.371,0.8,1.3,.625,3.3,2.8,1.2,0.3,1.7,10.3
Herbert Jones,SF,20,3.8,8.6,.436,1.1,3.6,.306,1.7,2.0,.825,3.9,3.3,1.9,0.5,1.8,10.3
Derrick Jones Jr.,SF,68,4.1,7.8,.526,1.0,2.8,.365,1.1,1.5,.714,3.5,0.8,1.0,0.4,0.9,10.3
Nic Claxton,C,65,4.5,8.2,.553,0.0,0.3,.158,1.2,2.2,.517,7.6,2.2,0.9,1.5,1.3,10.3
Grayson Allen,SG,56,3.3,7.3,.445,2.3,5.4,.430,1.4,1.8,.806,3.0,2.1,0.9,0.3,1.1,10.3
Grant Williams,PF,16,3.4,7.7,.439,1.7,4.6,.365,1.9,2.3,.838,5.1,2.3,1.1,0.8,1.8,10.4
Tyus Jones,PG,73,3.8,8.5,.450,2.1,5.0,.417,0.7,0.8,.891,2.5,5.5,0.8,0.1,1.2,10.4
Obi Toppin,PF,70,4.0,7.4,.539,1.3,3.6,.365,1.2,1.5,.796,4.0,1.6,0.6,0.3,0.8,10.5
Jaylen Wells,SG,73,3.7,8.7,.426,1.8,5.0,.357,1.4,1.7,.821,3.3,1.7,0.5,0.1,0.9,10.6
Brandin Podziemski,SG,55,4.0,9.3,.428,1.5,4.5,.335,1.1,1.5,.741,4.9,3.3,1.1,0.2,1.1,10.6
Tim Hardaway Jr.,SG,69,3.5,8.6,.405,2.1,5.8,.365,1.5,1.8,.841,2.4,1.6,0.5,0.1,0.7,10.6
Nikola JoviÄ,PF,46,3.7,8.2,.456,1.7,4.6,.371,1.6,1.9,.828,3.9,2.8,0.8,0.3,1.3,10.7
Brandon Boston Jr.,SG,42,4.0,9.1,.436,1.2,3.3,.350,1.6,2.0,.788,3.2,2.2,1.3,0.2,1.2,10.7
Guerschon Yabusele,C,67,4.0,7.9,.500,1.5,3.9,.385,1.4,1.9,.734,5.7,2.1,0.8,0.3,1.3,10.8
Jordan Hawkins,SG,56,3.7,9.9,.372,2.0,5.9,.331,1.4,1.8,.816,2.8,1.2,0.5,0.4,1.0,10.8
Jonas ValanÄiÅ«nas,C,23,3.7,7.0,.531,0.0,0.3,.125,1.6,2.0,.822,7.6,2.0,0.6,0.7,1.1,9.1
Jonas ValanÄiÅ«nas,C,49,4.7,8.6,.547,0.1,0.6,.259,1.9,2.2,.896,8.2,2.2,0.4,0.6,1.8,11.5
Jonas ValanÄiÅ«nas,C,72,4.4,8.1,.543,0.1,0.5,.229,1.8,2.1,.874,8.0,2.1,0.5,0.6,1.6,10.8
Bogdan BogdanoviÄ,SG,21,4.4,9.4,.472,2.0,5.0,.400,0.8,1.0,.850,3.3,3.5,0.7,0.2,1.4,11.7
Bogdan BogdanoviÄ,SG,24,3.5,9.3,.371,1.8,6.1,.301,1.3,1.4,.882,2.8,2.0,0.8,0.3,1.5,10.0
Bogdan BogdanoviÄ,SG,45,3.9,9.4,.418,1.9,5.6,.343,1.0,1.2,.870,3.0,2.7,0.8,0.2,1.5,10.8
Jrue Holiday,PG,56,4.1,9.3,.440,1.7,5.0,.335,1.1,1.2,.909,4.2,3.8,1.1,0.5,1.3,10.9
Drew Timme,PF,1,4.0,6.0,.667,1.0,3.0,.333,2.0,3.0,.667,10.0,1.0,0.0,0.0,3.0,11.0
Duncan Robinson,SF,68,3.9,9.0,.434,2.5,6.5,.387,0.6,0.7,.880,2.3,2.5,0.6,0.1,1.2,11.0
Spencer Dinwiddie,PG,72,3.6,8.5,.422,1.4,4.1,.336,2.5,3.1,.805,2.5,4.1,0.9,0.2,1.3,11.0
Toumani Camara,PF,71,4.1,9.0,.454,1.6,4.5,.370,1.2,1.7,.720,5.8,2.2,1.5,0.7,1.4,11.0
Gary Trent Jr.,SG,66,3.8,8.8,.436,2.4,5.8,.421,0.9,1.1,.861,2.3,1.1,1.0,0.1,0.6,11.1
Walker Kessler,C,57,4.8,7.2,.667,0.1,0.6,.182,1.4,2.6,.531,12.2,1.7,0.6,2.4,1.5,11.1
Rudy Gobert,C,64,4.3,6.6,.662,0.0,0.0,,2.4,3.5,.683,10.4,1.8,0.8,1.5,1.3,11.1
Terry Rozier,PG,59,4.1,10.3,.396,1.5,5.0,.300,1.5,1.8,.857,3.8,2.7,0.6,0.2,1.3,11.2
Buddy Hield,SG,73,4.0,9.6,.417,2.5,6.7,.370,0.7,0.8,.823,3.2,1.7,0.9,0.3,1.2,11.2
Isaiah Hartenstein,C,51,4.9,8.6,.573,0.0,0.3,.000,1.5,2.2,.684,11.0,4.0,0.8,1.1,1.8,11.4
Jeremy Sochan,PF,52,4.7,8.7,.543,0.5,1.6,.329,1.5,2.2,.681,6.6,2.4,0.8,0.5,1.6,11.5
Aaron Nesmith,SF,37,4.1,8.1,.512,1.9,4.2,.439,1.4,1.5,.911,3.8,1.4,0.7,0.4,0.9,11.5
Corey Kispert,SF,61,4.2,9.3,.451,2.0,5.4,.364,1.2,1.4,.852,3.0,1.7,0.4,0.2,1.0,11.6
Aaron Wiggins,SG,70,4.6,9.3,.491,1.7,4.4,.390,0.8,1.0,.826,3.8,1.7,0.8,0.3,0.8,11.7
Jalen Duren,C,71,4.8,6.9,.698,0.0,0.0,,2.1,3.1,.676,10.2,2.6,0.7,1.1,1.7,11.7
Donte DiVincenzo,SG,55,4.0,9.7,.415,2.8,7.2,.391,0.9,1.1,.790,3.8,3.8,1.2,0.2,1.5,11.7
Harrison Barnes,PF,72,4.0,8.1,.500,1.7,4.2,.418,1.9,2.4,.787,3.8,1.7,0.4,0.2,0.6,11.7
Caris LeVert,SG,18,5.8,11.9,.486,1.9,5.5,.343,1.7,2.3,.714,3.6,2.8,0.9,0.5,0.8,15.1
Caris LeVert,SF,38,3.6,7.8,.453,1.6,3.9,.405,1.5,2.2,.699,2.8,3.7,0.9,0.5,1.3,10.2
Caris LeVert,SG,56,4.3,9.1,.467,1.7,4.4,.381,1.6,2.2,.704,3.1,3.4,0.9,0.5,1.2,11.8
Khris Middleton,SF,14,3.7,9.0,.413,0.9,3.4,.277,2.4,2.7,.868,3.7,3.4,1.3,0.2,1.4,10.7
Khris Middleton,SF,23,4.7,9.2,.512,1.5,3.7,.407,1.7,2.0,.848,3.7,4.4,0.7,0.2,1.6,12.6
Khris Middleton,SF,37,4.3,9.1,.475,1.3,3.6,.361,1.9,2.3,.857,3.7,4.1,0.9,0.2,1.5,11.9
Daeqwon Plowden,SG,2,4.0,5.0,.800,3.0,4.0,.750,1.0,1.0,1.000,2.5,0.0,0.0,0.0,0.5,12.0
Zaccharie Risacher,SF,66,4.6,10.2,.449,1.5,4.5,.346,1.4,2.0,.713,3.6,1.3,0.7,0.5,1.3,12.1
Jabari Smith Jr.,PF,52,4.3,9.8,.432,1.7,4.9,.354,1.9,2.4,.821,6.6,1.0,0.4,0.8,1.0,12.2
Ty Jerome,SG,67,4.4,8.6,.509,1.5,3.6,.431,1.9,2.1,.868,2.5,3.3,1.1,0.0,1.3,12.2
Tari Eason,PF,51,4.8,9.8,.488,1.1,3.3,.347,1.5,1.9,.788,6.5,1.4,1.8,0.9,1.1,12.2
Daniel Gafford,C,51,5.0,7.1,.699,0.0,0.0,,2.4,3.4,.699,6.9,1.4,0.4,1.9,1.2,12.3
Ayo Dosunmu,SG,46,4.8,9.8,.492,1.3,4.1,.328,1.3,1.7,.785,3.5,4.5,0.9,0.4,1.5,12.3
Bilal Coulibaly,SF,59,4.5,10.6,.421,1.1,3.8,.281,2.3,3.1,.746,5.0,3.4,1.3,0.7,2.1,12.3
Keldon Johnson,SF,69,4.7,9.8,.476,1.2,3.6,.325,2.0,2.6,.777,4.7,1.6,0.7,0.3,0.9,12.5
Keegan Murray,PF,70,4.9,10.9,.447,2.1,5.9,.349,0.8,1.0,.829,6.8,1.4,0.8,0.9,0.8,12.6
Jaden McDaniels,PF,74,5.0,10.3,.486,1.3,3.8,.348,1.3,1.6,.828,5.9,2.0,1.4,0.9,1.1,12.6
Scoot Henderson,PG,66,4.3,10.4,.419,1.6,4.5,.354,2.4,3.1,.767,3.0,5.1,1.0,0.2,2.7,12.7
Malcolm Brogdon,PG,24,4.3,10.0,.433,0.7,2.3,.286,3.4,3.8,.880,3.8,4.1,0.5,0.2,1.6,12.7
Santi Aldama,PF,57,4.9,10.1,.485,1.8,4.9,.371,1.0,1.5,.690,6.6,2.9,0.8,0.5,1.0,12.7
D'Angelo Russell,PG,27,4.3,11.5,.370,2.0,6.7,.293,2.7,3.2,.828,2.9,5.5,1.1,0.7,2.0,13.1
D'Angelo Russell,PG,29,4.4,10.7,.415,1.9,5.8,.333,1.6,1.8,.849,2.8,4.7,0.8,0.1,1.7,12.4
D'Angelo Russell,PG,56,4.4,11.1,.392,1.9,6.2,.312,2.1,2.5,.836,2.8,5.1,1.0,0.4,1.9,12.8
Moritz Wagner,C,30,4.7,8.3,.562,0.9,2.5,.360,2.6,3.7,.718,4.9,1.4,0.8,0.4,1.6,12.9
Brook Lopez,C,72,4.9,9.6,.504,1.8,4.8,.373,1.4,1.7,.832,5.1,1.8,0.7,1.9,1.0,12.9
Rui Hachimura,PF,53,4.9,9.7,.507,1.7,4.1,.414,1.5,1.9,.765,5.1,1.4,0.8,0.5,0.9,13.0
Alex Sarr,C,58,4.9,12.2,.401,1.7,5.1,.328,1.7,2.6,.651,6.7,2.3,0.7,1.5,1.6,13.1
Onyeka Okongwu,C,66,5.2,9.1,.572,0.6,1.8,.331,2.1,2.8,.749,8.7,2.2,0.9,1.0,1.1,13.1
Russell Westbrook,PG,68,5.0,11.0,.454,1.3,3.9,.335,1.9,3.0,.639,5.0,6.2,1.4,0.5,3.3,13.2
Naji Marshall,SF,61,5.3,10.4,.509,0.9,3.3,.281,1.9,2.3,.814,4.9,2.9,1.1,0.1,1.6,13.3
Dennis SchrÃ¶der,PG,21,3.3,8.4,.390,1.2,3.8,.316,3.0,3.5,.849,2.5,5.1,0.6,0.2,1.1,10.7
Dennis SchrÃ¶der,SG,24,3.9,10.5,.375,1.5,4.8,.322,1.2,1.6,.744,2.3,4.4,1.0,0.1,2.0,10.6
Dennis SchrÃ¶der,PG,23,6.4,14.1,.452,2.5,6.5,.387,3.1,3.5,.889,3.0,6.6,1.1,0.2,2.6,18.4
Dennis SchrÃ¶der,PG,68,4.6,11.1,.412,1.8,5.1,.349,2.4,2.8,.845,2.6,5.4,0.9,0.2,1.9,13.3
Jarrett Allen,C,74,5.6,7.9,.702,0.0,0.1,.000,2.5,3.4,.729,10.0,1.9,0.9,0.9,1.2,13.6
Bobby Portis,PF,46,5.6,12.1,.463,1.3,3.6,.364,1.2,1.5,.821,8.3,2.2,0.7,0.5,1.2,13.7
